full_text,clean_text,tweet_url,image_url,user_id_str,conversation_id_str,created_at,MM/DD/YYYY,age_account,username,official_account,verified_account,quote_count,reply_count,retweet_count,favorite_count,followers_count,image_corelation,Label
2. Data membuktikan bahwa partisipasi asing masih lumayan tinggi di IHSG kita dan partisipasi positif (inflow) mereka menggerakkan IHSG ke level positif juga seperti gambar berikut : https://t.co/I16QboKsL2,data bukti partisipasi asing lumayan ihsg partisipasi positif inflow gerak ihsg level positif gambar,https://x.com/undefined/status/1833385253739634831,https://pbs.twimg.com/media/GXF-KWpaQAAM6X-.png,46610257,1831602354116038659,2024-09-10 6:01:21,2009-06-01,16 Tahun 3 Bulan,madeokasuarjaya,0,0,0,1,0,0,250.0,1,1
Benar-benar September kelabu Pasar saham IHSG https://t.co/PI4uYMwGe9,benarbenar september kelabu pasar saham ihsg,https://x.com/undefined/status/1840578748623790486,https://pbs.twimg.com/media/GYsMngpasAAlE34.jpg,201965045,1840578748623790486,2024-09-30 2:25:44,2010-10-01,14 Tahun 11 Bulan,desmondwira,0,1,2,5,5,36,52200.0,1,1
Realisasi investasi PMA pada periode Januari-Desember 2024 berkontribusi lebih besar yaitu mencapai Rp900 2 T (52 5%) sedangkan PMDN sebesar Rp814 0 T (47 5%). #KementerianInvestasidanHilirisasi #InvestasiTumbuhIndonesiaMaju #bkpm #RealisasiInvestasiTahun2024 https://t.co/uLWUjgE1ZM,realisasi investasi pma periode januaridesember kontribusi capai rp900 pmdn rp814,https://x.com/undefined/status/1885168501608042657,https://pbs.twimg.com/media/Gil2wVWaQAA-LLR.jpg,90363665,1885168460009005069,Fri Jan 31 03:29:30 +0000 2025,11/01/2009,16 Tahun 8 Bulan,brin_indonesia,1,1,0,1,0,0,1800000.0,1,1
@Saham_fess mau nanya dong buat para investor/trader ritel pergerakan ihsg tuh berpengaruh ga sih sama keputusan kalian untuk beli/jual saham? https://t.co/Fu6Gzr9RQZ,investor trader ritel gera ihsg tuh pengaruh sih putus beli jual saham,https://x.com/Kapram2/status/1915336094121680962,https://pbs.twimg.com/media/GpSkBjLbYAAV0ZL.jpg,1435846751894663170,1915336094121680962,2025-04-24 9:24:44,2021-09-01,4 Tahun 0 Bulan,Kapram2,0,0,0,0,0,0,0.0,1,1
Kalah karena pertanda IHSG Kalah karena UU Setan Kalah karena timnas. Pekan ini gak bisa lebih buruk kah? wkwk https://t.co/Le0eFmVDFe,kalah tanda ihsg kalah uu setan kalah timnas buruk wkwk,https://x.com/undefined/status/1902669125861945531,https://pbs.twimg.com/media/GmejeuyaEAAbHzm.jpg,3030399008,1902669125861945531,2025-03-20 10:30:44,2015-02-01,10 Tahun 7 Bulan,ariefalqori,0,0,0,0,0,0,209.0,0,0
Potensi Danantara untuk dorong ekonomi nasional sangat besar. https://t.co/47EUUajnmE,potensi danantara dorong ekonomi nasional,https://x.com/undefined/status/1903996033849594199,https://pbs.twimg.com/media/GmxaSsnaYAAvu__.jpg,620040746,1903996033849594199,Mon Mar 24 02:23:23 +0000 2025,06/01/2012,13 tahun 3 bulan,RmDoang,0,0.0,0,0,0,0,74.0,1,0
Jam HP nya WITA ya. Dua hari lalu IHSG tutup di berapa ya? https://t.co/sYg014SRPd,jam hp nya wita ihsg tutup,https://x.com/undefined/status/1902596514121445820,https://pbs.twimg.com/media/GmdhcjXa8AIaXA5.jpg,711236472301592576,1902596514121445820,2025-03-20 5:42:12,2016-03-01,9 Tahun 6 Bulan,0jenry1,0,0,0,0,1,0,1106.0,1,1
Mari bersama dukung Danantara untuk ekonomi yang lebih mandiri inovatif dan berkelanjutan! #Danantara #IndonesiaMaju https://t.co/4Ez9FSox4a,mari dukung danantara ekonomi mandiri inovatif lanjut,https://x.com/undefined/status/1898602400539369531,https://pbs.twimg.com/media/Glkwzn6bMAAn2zo.jpg,1700521084314120193,1898602400539369531,Sun Mar 09 05:11:01 +0000 2025,09/01/2023,2 tahun 0 bulan,VaniaZerah,0,0.0,0,0,0,0,5.0,1,0
BI tidak menaikan suku bunga banking menguat Yang mau konsultasi portfolio sahamnya gratis bisa ikutan promo kita yuk https://t.co/QJDAQKPpJw #AMMN #ASII #BFIN #PGAS #TPIA #BBRI #BBCA #BMRI #BBNI #BREN #saham #pasarmodal #ciptadana #bluechip #ihsg #sahampemula #infosaham https://t.co/M3qsO1fr7P,bi naik suku bunga banking kuat konsultasi portfolio saham gratis ikut promo yuk,https://x.com/undefined/status/1805049472243929246,https://pbs.twimg.com/media/GQzS7E1aEAAhboE.jpg,1396754054915653634,1805049472243929246,2024-06-24 1:25:05,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,846.0,1,1
bangga banget Danantara dapat dukungan global maju terus https://t.co/b5UuTSYVYM,bangga banget danantara dukung global maju,https://x.com/undefined/status/1896782690810294431,https://pbs.twimg.com/media/GlK5zI4WcAERA0y.jpg,2839014429,1896782690810294431,Tue Mar 04 04:40:08 +0000 2025,10/01/2014,10 tahun 11 bulan,trianiutmii,0,0.0,0,0,0,0,165.0,1,1
Walaupun sore ini mendung tapi IHSG bersinar cerah karena ditutup All Time High lagi️ Anyway buat kamu yang masih kejebak hujan mending cek rekap market hari ini https://t.co/rC4PPwgHku,sore mendung ihsg sinar cerah tutup all time high anyway jebak hujan lebih baik cek rekap market,https://x.com/undefined/status/1834178703330345439,https://pbs.twimg.com/media/GXRObFmbgAIrRSX.jpg,1488712320495009792,1834178703330345439,2024-09-12 10:34:14,2022-02-01,3 Tahun 7 Bulan,SekuritasBahana,1,0,0,0,0,0,1294.0,1,1
Candlestick pattern : ASGARD $KARW ini yg punya barang udah sukses distribusi di setiap ARB https://t.co/GERB9IEgFY,candlestick pattern asgard karw barang sukses distribusi arb,https://x.com/undefined/status/1839118696624828670,https://pbs.twimg.com/media/GYXcs_bWoAAGRLC.jpg,1509144342480498691,1839118696624828670,2024-09-26 1:44:01,2022-03-01,3 Tahun 6 Bulan,WOLF_of_IHSG,0,0,0,0,0,0,4778.0,1,0
Alhamdulillah $IHSG $IDX pasca Pemilu yg berlangsung damai &amp; pasca hitung cepat sesuai prediksi positif bahkan lbh besar drpd sblm pandemi. Alhamdulillah. Tapi kita hrs bersiap bulan Mei prediksinya turun lagi saat mungkin deal-deal politik terjadi Bismillah. https://t.co/5rKvq3Hv6D,alhamdulillah ihsg idx pasca milu damai pasca hitung cepat prediksi positif pandemi alhamdulillah mei prediksi turun dealdeal politik bismillah,https://x.com/undefined/status/1758023435341676915,https://pbs.twimg.com/media/GGXA_KmagAAP4mx.jpg,54264303,1758023435341676915,2024-07-15 9:17:55,2009-07-01,16 Tahun 2 Bulan,syaltout,0,1,0,2,4,7,13700.0,1,1
TUJUAN PEMBENTUKAN DANANTARA https://t.co/btPUNTvhay,tuju bentuk danantara,https://x.com/undefined/status/1903715319526666382,https://pbs.twimg.com/media/Gmta9G9aEAAcXFB.jpg,1646397698856337417,1903715253617332442,Sun Mar 23 07:47:56 +0000 2025,04/01/2023,2 tahun 5 bulan,jobijo222,0,0.0,0,1,0,0,81.0,1,1
Whale gabut buang duit -$13K bgi dia duit 1300 Rupiah kli ya https://t.co/rux0uHb0R4,whale gabut buang duit 13k bgi duit rupiah,https://x.com/undefined/status/1879153935824638353,https://pbs.twimg.com/media/GhQYi5UbwAA3A3C.jpg,1782831642509471744,1879153935824638353,Tue Jan 14 13:09:45 +0000 2025,04/01/2024,1 Tahun 8 Bulan,crystacrypto,0,0,0,0,0,0,46.0,1,0
@yudhakhel #Danantara Benahi BUMN Agar Lebih Terarah dan Efisien https://t.co/Ggq0A75y6V,benah bumn arah efisien,https://x.com/undefined/status/1902385697098764687,https://pbs.twimg.com/media/Gmahs9LacAA8m3E.png,593646962,1901955380919533846,Wed Mar 19 15:44:29 +0000 2025,05/01/2012,13 tahun 4 bulan,GxElder,0,0.0,0,0,0,0,25.0,1,1
Pemborosan... Setelah Trilyunan Rupiah keluar proyek gagal... Pertanyaaannya emang gak ada kajian atau resert sebelumnya...??? Gampang kali habiskan dann hamburkan uang rakyat...??? Kacau negara ini... Kalau pemimpinnya obeg semua begini...!!! https://t.co/jEZ8iY91Fn,boros trilyunan rupiah proyek gagal pertanyaaannya kaji resert gampang habis dann hambur uang rakyat kacau negara pimpin obeg,https://x.com/undefined/status/1889924027931857242,https://pbs.twimg.com/media/Gjpb4oraIAE5s2k.jpg,2585242076,1889924027931857242,Thu Feb 13 06:26:16 +0000 2025,06/01/2014,11 Tahun 8 Bulan,mumungwisnu_1,0,0,0,0,0,2,2421.0,0,0
@prabowo IHSG 4000 seru nich. https://t.co/zpEPzn9p4S,ihsg seru nih,https://x.com/undefined/status/1895015092535861304,https://pbs.twimg.com/media/GkxyFbUW4AAC-4w.jpg,3540330734,1894024788345270750,2025-02-27 7:36:20,2015-09-01,10 Tahun 0 Bulan,Dedykur65422561,0,0,0,2,1,1,15.0,1,1
Cara Indonesia Mewujudkan Swasembada Pangan dan Indonesia Emas 2045 #pertanian #indonesiaemas #swasembada #pangan #JumatBerkah #Danantara #PertamaxOplosan #pertamina https://t.co/trm1EIna9n,indonesia wujud swasembada pangan indonesia emas,https://x.com/undefined/status/1895404725916602767,https://pbs.twimg.com/media/Gk3UYcWWoAAtqif.jpg,1304825873690849280,1895404725916602767,Fri Feb 28 09:24:36 +0000 2025,09/01/2020,5 tahun 0 bulan,CropLifeIndo,0,0.0,0,1,1,1,682.0,1,0
Freeport Indonesia targetkan perbaikan smelter Gresik selesai Juni 2025! Biaya perbaikan US$ 130 juta (Rp 2 13T) ditanggung asuransi. Dengan 2.000 pekerja &amp; pesawat kargo besar Selengkapnya https://t.co/oclHcf86Lq #Freeport #Investasi #IHSG #Ekonomi #Smelter https://t.co/ieYaAqIasp,freeport indonesia target baik smelter gresik selesai biaya baik us juta rp 13t tanggung asuransi kerja pesawat kargo lengkap,https://x.com/undefined/status/1900712903650799794,https://pbs.twimg.com/media/GmCwSwnbwAELcKF.jpg,1869760512575389697,1900712903650799794,2025-03-15 0:57:24,2024-12-01,0 Tahun 9 Bulan,BursaNusantara,1,0,0,0,0,0,53.0,1,1
Komoditas https://t.co/01pCiCAv00,komoditas,https://x.com/undefined/status/1779330073998586047,https://pbs.twimg.com/media/GLFzRCgbwAAMpug.jpg,1509144342480498691,1779330073998586047,2024-07-15 9:17:55,2022-03-01,3 Tahun 6 Bulan,WOLF_of_IHSG,0,0,0,0,0,1,5178.0,1,1
Investor asing net sell Rp 137 9 M &amp; total net sell 2025 capai Rp 22 T! Tapi IHSG justru melesat +3 97% ke 6.519 6! Saham BBNI &amp; BRIS jadi target jual asing. Kenapa IHSG tetap kuat? Baca selengkapnya https://t.co/gFGXnZghKj #IHSG #Saham #Trading https://t.co/BjXQ9dLQsR,investor asing net sell rp total net sell capai rp ihsg lesat saham bbni bris target jual asing ihsg kuat baca lengkap,https://x.com/undefined/status/1896932378934964571,https://pbs.twimg.com/media/GlNB64la4AAm8xZ.jpg,1869760512575389697,1896932378934964571,2025-03-04 14:34:57,2024-12-01,0 Tahun 9 Bulan,BursaNusantara,1,0,0,0,0,1,53.0,1,1
Danantara dapat mengelola investasi secara transparan https://t.co/MQpxoM8PkF,danantara kelola investasi transparan,https://x.com/undefined/status/1904053861058572600,https://pbs.twimg.com/media/GmyO5KVasAAQsh3.jpg,1686276192352272384,1904053861058572600,Mon Mar 24 06:13:10 +0000 2025,08/01/2023,2 tahun 1 bulan,Tivannni,0,0.0,0,0,0,0,26.0,1,0
Analis mata uang Doo Financial Futures Lukman Leong memperkirakan nilai tukar (kurs) rupiah terhadap dolar Amerika Serikat (AS) cenderung melemah terbatas. #ekonomi #rupiah #dolaras #dolar https://t.co/Q06S5A8sjP,analis mata uang doo financial futures lukman leong nilai tukar kurs rupiah dolar amerika serikat as cenderung lemah batas,https://x.com/undefined/status/1876153338892632510,https://pbs.twimg.com/media/GglvLVCbQAAi1mI.jpg,57261519,1876153338892632510,Mon Jan 06 06:26:27 +0000 2025,07/01/2009,16 Tahun 8 Bulan,Metro_TV,1,1,1,1,0,0,11000000.0,1,0
NOVEMBER RAIN SUDAH BERAKHIR Yield UST dan USD index (DXY) mulai turun bagus buat IHSG. Siklus penurunan IHSG estimasi sudah selesai. November rain sudah berakhir. Waktunya menyambut pesta window dressing di bulan Desember. https://t.co/kJKP8FEhAb,november rain yield ust usd index dxy turun bagus ihsg siklus turun ihsg estimasi selesai november rain sambut pesta window dressing desember,https://x.com/undefined/status/1862656378063790466,https://pbs.twimg.com/media/Gdl8GX1W0AAtutI.jpg,465464916,1862656378063790466,2024-11-30 0:34:21,2012-01-01,13 Tahun 8 Bulan,RIKOPEDIA2008,-,0,0,0,2,2,1171.0,1,1
$IHSG hari ini https://t.co/mxaO7fxvhS,ihsg,https://x.com/undefined/status/1757062836663308395,https://pbs.twimg.com/media/GGJXVqoaoAEjBb-.jpg,1574003417831575552,1757062836663308395,2024-07-15 9:17:55,2022-09-01,3 Tahun 0 Bulan,yoy_real,0,0,0,1,0,0,75.0,0,0
Dibongkar atau ada yg kena liquidity trap.. Fix robot sih ini Tapi seenggaknya.kalsu nanti ada short sell di $IHSG tahu harus lirik saham apa.. https://t.co/4LKa68i2lt,bongkar kena liquidity trap fix robot sih enggak kalsu short sell ihsg lirik saham,https://x.com/undefined/status/1811306658796388820,https://pbs.twimg.com/media/GSMNzp7aMAAhNCd.jpg,145039939,1811300016017055969,2024-07-15 9:17:55,2010-05-01,15 Tahun 4 Bulan,_fireshare,0,0,0,0,0,0,2029.0,1,0
Prabowo memastikan setiap rupiah anggaran negara memberikan dampak nyata bagi generasi penerus #AnggaranBijakUntukRakyat https://t.co/fLXMCy67KX,prabowo rupiah anggar negara dampak nyata generasi terus,https://x.com/undefined/status/1889276403574870032,https://pbs.twimg.com/media/GjgO3r4aYAAlse3.jpg,769535192239341568,1889276403574870032,Tue Feb 11 11:32:50 +0000 2025,08/01/2016,9 Tahun 8 Bulan,migrazsi,0,0,0,58,28,33,421.0,1,0
@DS_yantie IHSG nyungsep gara2 Danantara https://t.co/Uamkqvhnl0,ihsg nyungsep gara-gara danantara,https://x.com/undefined/status/1896765232426709392,https://pbs.twimg.com/media/GlKp66baEAAIX7K.jpg,1340634597919363072,1896135038464569850,2025-03-04 3:30:46,2020-12-01,4 Tahun 9 Bulan,Anita65219720,0,0,0,0,0,1,453.0,1,0
Penutupan sesi 2 Selasa 3 Desember 2024 IHSG 7 196.02 (+2.11%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/YN3gbb1G8h,tutup sesi desember ihsg,https://x.com/undefined/status/1863875650945507373,https://pbs.twimg.com/media/Gd3RBU-akAA7nGj.jpg,1396754054915653634,1863875650945507373,2024-12-03 9:19:18,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,783.0,1,1
Konsolidasi aset BUMN melalui Danantara membuka peluang baru bagi pengelolaan ekonomi yang lebih profesional dan berorientasi jangka panjang. https://t.co/eCSR17f0ON,konsolidasi aset bumn danantara buka peluang kelola ekonomi profesional orientasi jangka,https://x.com/undefined/status/1904396192651612590,https://pbs.twimg.com/media/Gm3GPVkagAADfQ0.jpg,1356999345866895360,1904396192651612590,Tue Mar 25 04:53:28 +0000 2025,02/01/2021,4 tahun 7 bulan,pengusahacanti1,0,0.0,0,0,0,0,462.0,1,0
IHSG ke mana timeline ke mana~ https://t.co/OxOSUNqPBp,ihsg timeline,https://x.com/undefined/status/1826185151484960863,https://pbs.twimg.com/media/GVfpqznXMAA_48n.jpg,94299946,1826185151484960863,2024-08-21 9:10:43,2009-12-01,15 Tahun 9 Bulan,bravocado,0,0,1,0,0,0,1555.0,1,0
Dibayangi Situasi Politik Cermati Prediksi Pergerakan IHSG Pekan Ini https://t.co/Di8SH70UON https://t.co/Q0cbVaOruP,bayang situasi politik cermat prediksi gera ihsg,https://x.com/undefined/status/1827871391712149855,https://pbs.twimg.com/media/GV3nWDab0AA8hff.jpg,155169715,1827871391712149855,2024-08-26 0:51:14,2010-06-01,15 Tahun 3 Bulan,soloposdotcom,1,0,0,0,0,0,66000.0,1,1
IHSG Ditutup Turun ke 7.125 Saham BYAN hingga BBCA Masih Perkasa https://t.co/bXySoM2BqH https://t.co/CBvKqxS8nn,ihsg tutup turun saham byan bbca perkasa,https://x.com/undefined/status/1808071012694778093,https://pbs.twimg.com/media/GRePATDawAA8Y4Y.jpg,118646322,1808071012694778093,2024-07-15 9:17:55,2010-03-01,15 Tahun 6 Bulan,Bisniscom,0,1,0,0,0,0,1100000.0,1,1
1. Realisasi investasi triwulan IV tahun 2024 tercatat Rp452 8 triliun naik 23 8% dibandingkan periode yang sama tahun 2023 (Rp365 8 triliun). Capaian ini berkontribusi 27 4% dari target realisasi yang ditetapkan yaitu Rp1.650 triliun. #RealisasiInvestasiTahun2024 https://t.co/B6LKUS9lBs,realisasi investasi triwulan iv catat rp452 triliun banding periode rp365 triliun capai kontribusi target realisasi tetap rp1 triliun,https://x.com/undefined/status/1885264050365620469,https://pbs.twimg.com/media/GinLF7ebYAIrDG7.jpg,121293218,1885264047576408372,Fri Jan 31 09:49:10 +0000 2025,03/01/2010,15 Tahun 8 Bulan,Kemendag,1,1,0,1,0,0,434400.0,1,1
Ini apa? Ya betul 100juta rupiah https://t.co/MVeRM2hx5n,100juta rupiah,https://x.com/undefined/status/1877013660947681391,https://pbs.twimg.com/media/Ggx9-c9boAA0y6N.jpg,1025451223,1877013660947681391,Wed Jan 08 15:25:04 +0000 2025,12/01/2012,13 Tahun 8 Bulan,licihk,0,0,0,0,0,0,206.0,0,0
semoga ke 100 biar bia cium kamu $part $ihsg #idx #saham #cuan https://t.co/nw0fDX3Jo5,moga biar bia cium part ihsg,https://x.com/undefined/status/1865029595722101187,https://pbs.twimg.com/media/GeHqhwxbMAAsLzi.jpg,1427187127377219584,1865029595722101187,2024-12-06 13:44:40,2021-08-01,4 Tahun 1 Bulan,zatiannn,0,0,1,0,0,1,51.0,0,0
Dengan Danantara Indonesia siap menghadapi tantangan ekonomi global dengan percaya diri #IndonesiaMaju https://t.co/90f4rKmVVI,danantara indonesia tantang ekonomi global percaya,https://x.com/undefined/status/1898222729167618123,https://pbs.twimg.com/media/GlfXfnraEAAi7r_.jpg,1612395134674698241,1898222729167618123,Sat Mar 08 04:02:20 +0000 2025,01/01/2023,2 tahun 8 bulan,Matawanii,0,0.0,0,0,0,0,8.0,1,0
Dampak positif danantara https://t.co/e9Keq64s7T,dampak positif danantara,https://x.com/undefined/status/1899698483386605670,https://pbs.twimg.com/media/Gl0VtB4X0AAMTAV.jpg,1754044570827190272,1899698483386605670,Wed Mar 12 05:46:27 +0000 2025,02/01/2024,1 tahun 7 bulan,kusumaputri9898,0,0.0,0,0,0,0,4.0,1,0
Danantara adalah keputusan strategis https://t.co/uwXYlSDKYP,danantara putus strategis,https://x.com/undefined/status/1897912361131954385,https://pbs.twimg.com/media/Gla9PBAbwAE0acV.jpg,1687036515396833280,1897912361131954385,Fri Mar 07 07:29:03 +0000 2025,08/01/2023,2 tahun 1 bulan,ASNBengkulu,0,0.0,0,0,0,0,73.0,1,0
Danantara adalah konsolidasi semua kekuatan ekonomi kita untuk pengelolaan BUMN. https://t.co/0Ud7VfAOph,danantara konsolidasi kuat ekonomi kelola bumn,https://x.com/undefined/status/1901810935792349421,https://pbs.twimg.com/media/GmSW94AaYAAKx3A.jpg,1566807909799182336,1901810935792349421,Tue Mar 18 01:40:35 +0000 2025,09/01/2022,3 tahun 0 bulan,gayoesme,0,0.0,0,0,0,0,30.0,1,0
Danantara hadir sebagai solusi strategis dalam mengelola aset negara agar lebih efisien dan transparan untuk mendorong pertumbuhan ekonomi Indonesia. #Danantara #DukungDanantara #EkonomiStabil #StrategiOptimal https://t.co/oSE4vLUose,danantara hadir solusi strategis kelola aset negara efisien transparan dorong tumbuh ekonomi indonesia,https://x.com/undefined/status/1897865781993726342,https://pbs.twimg.com/media/GlaS3WSawAA4Mt1.jpg,1564486997666074624,1897865781993726342,Fri Mar 07 04:23:57 +0000 2025,08/01/2022,3 tahun 1 bulan,Susii_Susan,0,0.0,0,9,0,2,276.0,1,0
Menukarkan pecahan Rupiah jadi rutinitas saat Ramadan. Bkn hanya digunakan sbg alat bertransaksi Rupiah jadi simbol keberkahan lewat tradisi berbagi. Tak heran banyak yg menantikan layanan penukaran uang Rupiah. Bicara penukaran uang Rupiah SERAMBI 2025 solusinya! -A Thread- https://t.co/WJCWXuXmoq,tukar pecah rupiah rutinitas ramadan bikin alat transaksi rupiah simbol berkah tradisi bagi heran layan tukar uang rupiah bicara tukar uang rupiah serambi solusi thread,https://x.com/undefined/status/1896586594016211330,https://pbs.twimg.com/amplify_video_thumb/1896586347013689344/img/ZmJhMWTEoSUDIOLW.jpg,153667051,1896586594016211330,Mon Mar 03 15:40:55 +0000 2025,06/01/2010,15 Tahun 8 Bulan,bank_indonesia,1,1,0,4,7,22,856100.0,1,1
@aewin86 Buka matalo !!! Buka matalo dollar berapa skrng IHSG longsor ngobrol ama orang orang pasar sales dll jangan gajian modal Framing aja di sosmed https://t.co/RocA5MsemI,buka matalo buka matalo dollar ihsg longsor ngobrol pasar sales dan lain gaji modal framing sosmed,https://x.com/undefined/status/1895433625388318848,https://pbs.twimg.com/media/Gk3u1LcbgAAND-l.jpg,215894901,1895400139705217323,2025-02-28 11:19:26,2010-11-01,14 Tahun 10 Bulan,nsnnkbr,0,0,0,0,0,0,35800.0,0,0
nggak mau ngaca padahal semenja dia berkuasa IHSG mengalami penurunan terus menerus tapi masih aja merasa paling bener. https://t.co/Wf4d2WD2Fw,kaca semenja kuasa ihsg alami turun terus,https://x.com/undefined/status/1902742475502162256,https://pbs.twimg.com/media/GmfmGunbsAAbb44.png,55790782,1902742475502162256,2025-03-20 15:22:12,2009-07-01,16 Tahun 2 Bulan,Sinefail,0,0,0,0,3,8,1050.0,1,1
beli mobil cuma 1000 rupiah di mana lagi selain #ShopeeLiveMobilRP1000 pokoknya jangan sampe kelewat ikutan https://t.co/XG11zkSgR2 Mulai PK. 19:00 WIB di Shopee Live belanja mobil dan banyak produk menarik lainnya! https://t.co/HBFDOUS6m5,beli mobil rupiah pokok lewat ikut pakai shopee live belanja mobil produk tarik,https://x.com/undefined/status/1896321555946487940,https://pbs.twimg.com/media/GlEWZ7EagAADI2d.jpg,1752126470884102144,1896321555946487940,Sun Mar 02 22:07:45 +0000 2025,01/01/2024,1 Tahun 8 Bulan,xiannmei,0,0,0,0,0,0,173.0,1,0
