index,full_text,clean_text,tweet_url,image_url,user_id_str,conversation_id_str,created_at,MM/DD/YYYY,age_account,username,official_account,verified_account,quote_count,reply_count,retweet_count,favorite_count,followers_count,image_corelation,Label,image_path
4895,Rupiah melemah jadi yang terdalam di Asia usai keluarnya surat resmi dari Trump soal tarif 32% untuk produk Indonesia. Pada 8 Juli 2025 nilai tukar rupiah turun 0 28% ke Rp16.275 per dolar AS. Secara teknikal rupiah tembus level support Rp16.250/US$ dengan potensi melemah ke https://t.co/OmoAnYmoXo,rupiah lemah dalam asia keluar surat resmi trump tarif 32 produk indonesia 8 juli 2025 nilai tukar rupiah turun 0 28 rp16 275 dolar as teknikal rupiah tembus level support rp16 250 us potensi lemah,https://x.com/undefined/status/1942469495903379627,https://pbs.twimg.com/amplify_video_thumb/1942469409190076416/img/sERk0bBF-H1Dmt_L.jpg,1885555382514507776,1942469495903379627,2025-07-08 06:23:11,02/01/2025,96,Gtid_news,1,1,0,0,0,0,175,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\4895.jpg
5665,Quiz Time spesial kolaborasi bersama @Indibiz_kalsel Yuk Sobiz tebak kata yang tersembunyi di reply dan menangkan hadiah ratusan ribu rupiah. Jangan lewatkan kesempatan ini ikutan sebelum 20 Januari 2025 ya. Semakin aktif semakin besar peluang menang Sobiz. #Indibiz https://t.co/x0F7hvmJhS,quiz time spesial kolaborasi yuk sobiz tebak sembunyi reply menang hadiah ratus rupiah lewat sempat ikut 20 januari 2025 iya aktif peluang menang sobiz,https://x.com/undefined/status/1878738509500236216,https://pbs.twimg.com/media/GhKekIvaAAAbkHs.jpg,1671072317324288000,1878738509500236216,2025-01-13 09:39:00,06/01/2023,384,indibiz_borneo,1,1,0,294,164,171,1659,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\5665.jpg
4547,Nilai tukar rupiah lagi-lagi melemah Gen. Salah satu pemicunya datang dari kebijakan Donald Trump yang ngegas soal tarif dagang. Selengkapnya di https://t.co/EqhwqFM82X https://t.co/Vpp72h23aE,nilai tukar rupiah lagilagi lemah gen salah picu bijak donald trump ngegas tarif dagang lengkap,https://x.com/undefined/status/1944954839605370891,https://pbs.twimg.com/media/Gv3eHCOa4AABTdu.jpg,1621390110947434498,1944954839605370891,2025-07-15 02:59:03,02/01/2023,384,genvoiceid,1,0,0,0,0,0,307,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\4547.jpg
3964,INVESTOR BANK NANGIS BOMBAY .... IHSG +82 ... https://t.co/6xucgaW6l9,investor bank menang bombay ihsg 82,https://x.com/undefined/status/1955465029698142368,https://pbs.twimg.com/media/GyM1EdgaUAA0A5V.jpg,2899910497,1955465029698142368,2025-08-13 03:02:48,2014-11-01,1560,embahjsx,0,0,0,0,0,3,9488,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\3964.jpg
2735,Pemerintah tunjukkan leadership di tengah tekanan global. IHSG pun menguat sebagai refleksi kepercayaan pasar. https://t.co/R5Z3WMr8AV,pemerintah tunjuk leadership tekan global ihsg kuat refleksi percaya pasar,https://x.com/bxtrdd/status/1913060812786421828,https://pbs.twimg.com/media/GoyOp-CacAAwOjU.jpg,1541095207537889280,1913060812786421828,2025-04-18 02:43:35,2022-06-01,468,bxtrdd,0,0,0,0,0,0,959,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\2735.jpg
756,Siklus di IHSG setelah presentase pemegang saham sudah sepenuhnya dipegang oleh masyarakat maka sahamnya akan disuspend hingga waktu yg tidak ditentukan. Setelah itu didelisting kasihan sekali nasib ritel indo. https://t.co/4YduGc51Qi,siklus ihsg presentase pegang saham sepenuh pegang masyarakat saham disuspend tentu didelisting kasihan nasib ritel indonesia,https://x.com/undefined/status/1783018557892415808,https://pbs.twimg.com/media/GL6N7STaoAAh54M.jpg,1491143197502087169,1783018557892415808,2024-07-15 09:17:55,2022-02-01,516,Amorimholic_,0,0,0,0,0,0,933,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\756.jpg
3285,#IHSG #COMPOSITE Ini sudah minggu depan selamat hari senin https://t.co/1M8nRvA8oY,selamat,https://x.com/undefined/status/1860880130551496894,https://pbs.twimg.com/media/GdMsnOjacAAjFc2.jpg,922761748381286400,1860880130551496894,2024-11-25 02:56:11,2017-10-01,1140,dedewizard19,0,1,0,1,1,0,4106,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\3285.jpg
2688,9 emiten besar buyback saham! OJK mendukung aksi ini demi stabilitas pasar BBRI BMRI BBNI dan lainnya siap gelontorkan dana triliunan rupiah! Keuntungan bagi investor? EPS naik harga saham stabil! https://t.co/nwjZTzKaTa #Saham #Buyback #IHSG https://t.co/qsdLIUA0Rv,9 emiten buyback saham ojk dukung aksi stabilitas pasar bbri bmri bbni gelontor dana triliun rupiah untung investor eps harga saham stabil,https://x.com/undefined/status/1902591725971107923,https://pbs.twimg.com/media/GmddDGua8AIGQuK.jpg,1869760512575389697,1902591725971107923,2025-03-20 05:23:10,12/01/2024,240,BursaNusantara,1,0,0,0,0,0,59,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\2688.jpg
634,Yang duitnya banyak minggir dulu ini buat yang butuh duit aja. Kali ini gua dan @CoinExIndonesia mau bagi2 THR menyambut lebaran. Total hadiah $300 hampir 5 Juta Rupiah. Untuk 10 orang pemenang yaa. Tutorial check out disini! https://t.co/Yde6s0e9Uw Komen disini kalau mau https://t.co/6CE41f80QV,duit minggir butuh duit bagi2 thr sambut lebaran total hadiah 300 5 juta rupiah 10 menang tutorial check out komen,https://x.com/undefined/status/1904725105256915255,https://pbs.twimg.com/media/Gm7xYgybYAEyR_X.jpg,1546499759003045888,1904725105256915255,2025-03-26 02:40:27,07/01/2022,528,alexjrmndr,0,1,2,62,40,340,5063,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\634.jpg
6047,Saya sangat mengapresiasi kinerja presiden prabowo karena ditengah memanasnya kondisi ekonomi global imbas kebijakan trump yang membuat bursa seluruh dunia turun banyak IHSG kita masih tetap solid tidak sedikitpun goyah turun. Ini semua memang layak diapresiasi. Terima kasih! https://t.co/JEQoBSpT6R,apresiasi kerja presiden prabowo tengah panas ekonomi global imbas bijak trump bursa dunia turun ihsg solid sedikit goyah turun layak apresiasi terima kasih,https://x.com/undefined/status/1908167271299842491,https://pbs.twimg.com/media/GnsraLlacAAmFFA.jpg,1673872530720055297,1908167271299842491,2025-04-04 14:38:24,2023-06-01,324,investakey,0,0,0,0,0,0,7,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\6047.jpg
7017,Indeks Harga Saham Gabungan (IHSG) berakhir di zona hijau pada perdagangan Rabu (17/9/2025). IHSG hari ini ditutup menguat 67 48 poin (0 85 persen) ke level 8.025 17. Posisi ini merupakan all time high (ATH) alias rekor penutupan tertinggi sepanjang sejarah BEI. Baca di sini: https://t.co/4JXvoVntd3,indeks harga saham gabung ihsg zona hijau dagang rabu 17 9 2025 ihsg tutup kuat 67 48 poin 0 85 level 8 025 17 posisi all time high kalau begitu alias rekor tutup tinggi sejarah bei baca,https://x.com/undefined/status/1968251169538773178,https://pbs.twimg.com/media/G1CiACWacAAyaOP.jpg,23343960,1968251169538773178,2025-09-17 09:50:21,2009-03-01,2376,kompascom,1,1,0,2,4,19,8800000,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\7017.jpg
9860,@AnakLolina2 Agar PHK tidak terjadi lagihh Rupiah tidak Anjlok dan Indonesia tidak Gelap maka Rakyat 58 persen Harus 'Nyumbang https://t.co/binHbldIUv,phk rupiah anjlok indonesia gelap rakyat 58 nyumbang,https://x.com/undefined/status/1906012535981285384,https://pbs.twimg.com/media/GnOETJAaUAAudrm.jpg,1329350627932028929,1905853782082060440,2025-03-29 15:56:15,11/01/2020,816,Pradaprasetya21,0,0,0,2,1,1,3754,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\9860.jpg
2110,Pertemuan ini membahas persiapan dan partisipasi strategis Kementerian Investasi dan Hilirisasi/BKPM dalam kegiatan World Economic Forum (WEF) 2025 mendatang di Davos Swiss dengan fokus pada penguatan kolaborasi global dan promosi potensi ekonomi Indonesia. https://t.co/K7teWRLjpT,temu bahas siap partisipasi strategis menteri investasi hilir bkpm world economic forum wef 2025 davos swiss fokus kuat kolaborasi global promosi potensi ekonomi indonesia,https://x.com/undefined/status/1862317644285976776,https://pbs.twimg.com/media/GdhHkf3boAEOukI.jpg,106035510,1862317641651953836,2024-11-29 02:08:21,01/01/2010,2256,bkpm,0,1,0,1,0,0,138500,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\2110.jpg
3949,Saham CANTIK untuk tgl 13-06-25 masih CANTIK untuk HARI INI .... padahal IHSG saat ini -47 .... CANTIK is FOREVER and EVER .... https://t.co/AEZZ6C5myD,saham cantik tanggal 13 0625 cantik ihsg 47 cantik is forever and ever,https://x.com/undefined/status/1935239885650362797,https://pbs.twimg.com/media/GttaHlIXAAAXxFU.jpg,2899910497,1935239885650362797,2025-06-18 07:35:18,2014-11-01,1560,embahjsx,0,0,1,0,1,0,9015,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\3949.jpg
10886,BEI Singgung Sidang Sengketa Pilpres di MK Bikin IHSG Loyo https://t.co/PYsoORCyVb,bei singgung sidang sengketa pilpres mk bikin ihsg loyo,https://x.com/undefined/status/1775880172534923468,https://pbs.twimg.com/media/GKUxmvuaEAAwIzD.jpg,1753628140839288832,1775880172534923468,2024-07-15 09:17:55,2024-02-01,228,roswtsalinda,0,0,0,0,0,0,31,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\10886.jpg
3110,Harga Batu Bara juga Akan Ikut Naik Kalau harga minyak jadi mahal Industri akan mencari substitusi minyak yakni batu bara yang lebih murah harganya sebagai energi alternatif Efeknya harga batu bara juga akan ikut naik. Saham yang bisa diuntungkan di IHSG: AADI ITMG https://t.co/gjivajoEkI,harga batu bara harga minyak mahal industri substitusi minyak batu bara murah harga energi alternatif efek harga batu bara saham untung ihsg aadi itmg,https://x.com/undefined/status/1933811707576472056,https://pbs.twimg.com/media/GtZHH0bXIAEZCAZ.jpg,1509650609120718860,1933807064557478287,2025-06-14 09:00:14,2022-03-01,504,cukhurukuque,0,1,0,2,2,20,9754,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\3110.jpg
15022,masih sama seperti pembahasan yg ada diminggu lalu jika posisi $IHSG saat ini sedang menyelesaikan 3 swing turun wave 2 hitam sampai kearea 7226 - 7065 yang sudah tercapai pada perdagangan hari ini https://t.co/nik9EPooqx,bahas minggu posisi ihsg selesai 3 swing turun wave 2 hitam area 7226 7065 capai dagang,https://x.com/undefined/status/1855902764830019938,https://pbs.twimg.com/media/GcF9au5awAAx0EH.png,67387899,1855902758299369941,2024-11-11 09:17:54,2009-08-01,2316,wavetiga,0,0,0,1,0,0,483,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\15022.jpg
6119,Emas kembali all time high malam ini yang artinya Dan untuk indeks IHSG besok dipastikan akan kembali terkoreksi. Untuk para trader yang sudah TP duluan pada saham day trade nya selamat dan untuk swing bisa menambah amunisi. https://t.co/HeO3cmHaQR,emas all time high malam indeks ihsg besok koreksi trader duluan saham day trade nya selamat swing tambah amunisi,https://x.com/IqbalHanur/status/1910382274606227613,https://pbs.twimg.com/media/GoMKjdBbYAAW7RX.jpg,1643179691615096833,1910382274606227613,2025-04-10 17:20:02,2023-04-01,348,IqbalHanur,0,0,0,0,0,1,58,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\6119.jpg
9272,Saham kamu masuk notasi khusus? Untuk full konten bisa mampir ke Linkedin kita dan jangan lupa di follow ya! https://t.co/GhA2hDHpaU #saham #pasarmodal #ciptadana #bluechip #ihsg #belajarsaham #investasisaham #tradingsaham #sahampemula #infosaham #notasikhusus #idx https://t.co/PWFKQDd1ts,saham masuk notasi full konten mampir linkedin lupa follow iya,https://x.com/undefined/status/1818117830501609666,https://pbs.twimg.com/media/GTtAhi1aoAAJH7_.jpg,1396754054915653634,1818117830501609666,2024-07-30 02:54:04,2021-05-01,624,pinepickid,1,0,0,0,0,0,846,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\9272.jpg
15392,IHSG Kamis dibuka menguat 23 33 poin https://t.co/SlQreRY5mk https://t.co/j8R1n1CwCH,ihsg kamis buka kuat 23 33 poin,https://x.com/undefined/status/1790968877188632661,https://pbs.twimg.com/media/GNrMsrvaAAA247c.png,1482999200988434435,1790968877188632661,2024-07-15 09:17:55,2022-01-01,528,webelshinta,1,0,0,0,0,0,39,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\15392.jpg
12368,Jelang Pencoblosan Pemilu IHSG Ditutup Memerah https://t.co/EWHCe38ymF https://t.co/bce9u9ZKTg,jelang coblos milu ihsg tutup merah,https://x.com/undefined/status/1757376618870583695,https://pbs.twimg.com/media/GGN0uMpa4AAxygk.jpg,155169715,1757376618870583695,2024-07-15 09:17:55,2010-06-01,2196,soloposdotcom,1,0,0,0,0,0,66000,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\12368.jpg
3660,GASSS MINBEL 1 RUPIAH BEBAS PILIH HADIAH ENIH GRATIS https://t.co/lGeDgMkn0a https://t.co/2LVc6QyslQ,gasss minbel 1 rupiah bebas pilih hadiah enih gratis,https://x.com/undefined/status/1905038843004481649,https://pbs.twimg.com/media/GnAOuiXaIAAeCyf.jpg,1322186870260822017,1905038843004481649,2025-03-26 23:27:08,10/01/2020,816,DISKON_FESS,,0,0,0,0,0,69300,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\3660.jpg
11199,@tekarok007 Coba suruh si fufufafa komen mslh market yg sebulan ini dia menjabat downtrend ihsg udah anjlok investor hilang kepercayaan perekonomian sedang lesu. Cuma bagi hp dianggap prestasi ya begitulah bani low quality IQ 78. https://t.co/4wPTvaI1dj,coba suruh sih fufufafa komen market bulan jabat downtrend ihsg anjlok investor hilang percaya ekonomi lesu hp anggap prestasi iya bani quality iq 78,https://x.com/undefined/status/1859369817981194346,https://pbs.twimg.com/media/Gc3O_biaAAEsF_V.jpg,1691440224432500736,1859105236918612121,2024-11-20 22:54:44,2023-08-01,300,SalimVjd,0,0,0,0,0,1,170,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\11199.jpg
13333,TERNYATA DALAM 1 BULAN IHSG TELAH MENGUAT 10.34 %. IHSG 7.214 +47.1(+0.66%). https://t.co/5HtEs3kyB3,1 ihsg kuat 10 34 ihsg 7 214 47 1 0 66,https://x.com/undefined/status/1925878817324728625,https://pbs.twimg.com/media/GroYjn-XIAA99qS.jpg,1696740314726440960,1925878817324728625,2025-05-23 11:37:45,2023-08-01,300,t_marasi,0,0,0,0,0,0,9,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\13333.jpg
5730,Ditutupnya Bursa Wall Street pada level tertingginya menunjukkan adanya optimisme pasar yang besar dan berpotensi menjadi katalis positif bagi IHSG. Simak full report-nya di sini: https://t.co/xjWirnih9y https://t.co/SBku62plx7,tutup bursa wall street level tinggi optimisme pasar potensi katalis positif ihsg simak full reportnya,https://x.com/undefined/status/1770993669333774602,https://pbs.twimg.com/media/GJPVWQiaoAACRVC.jpg,2803334178,1770993669333774602,2024-07-15 09:17:55,2014-09-01,1584,indopremier,1,1,0,1,1,4,79000,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\5730.jpg
13666,KEPENGURUSAN DANANTARA MEMICU LONJAKAN IHSG #Ekonomilndonesia #EkonomiKuat #Danantara #EkonomiMembaik https://t.co/EKTQFuEep1,urus danantara picu lonjak ihsg,https://x.com/undefined/status/1907304591131128003,https://pbs.twimg.com/media/Gngbar_aIAANg7k.jpg,1701797390163075072,1907304591131128003,2025-04-02 05:30:25,2023-09-01,288,tesamaw2,0,0,0,1,0,1,1,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\13666.jpg
7259,@ibnutri Iyap. Tapi bedanya uangnya bakal disebar ke Bank. Kalau gak ada adjustment suku bunga yang sigap ya kemungkinan bakal bikin rupiah melemah. Ah... Tapi Nu kita mah untung kali :-p https://t.co/XtyOIMy29V,iya beda uang sebar bank adjustment suku bunga sigap iya bikin rupiah lemah ah nu mah untung,https://x.com/undefined/status/1966477183372710167,https://pbs.twimg.com/media/G0pUD-laEAA_LX_.jpg,636723,1966459298474815613,2025-09-12 12:21:10,01/01/2007,2688,kuswanto,0,0,0,0,0,0,1741,0,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\7259.jpg
11046,Untuk pejuang $IHSG mari besok kemas lagi kopermu dan kita lanjutkan liburan https://t.co/XdfRlYOkgv,juang ihsg mari besok kemas koper lanjut libur,https://x.com/undefined/status/1909108565337317488,https://pbs.twimg.com/media/Gn6EH3PaQAEdiGI.jpg,109546988,1909108565337317488,2025-04-07 04:58:46,2010-01-01,2256,RyuiYagami,0,1,0,0,0,0,825,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\11046.jpg
10495,Mayanlah ya.. bisa ungguli IHSG. walau IHSG dibanting asing tp ngga mempengaruhi porto https://t.co/X8pdOmUe02,mayanlah iya unggul ihsg ihsg banting asing pengaruh porto,https://x.com/undefined/status/1905273762112483668,https://pbs.twimg.com/media/GnDkI2sasAA9-Gb.png,17169787,1905119504587272322,2025-03-27 15:00:37,2008-11-01,2424,RezaUnscripted,0,0,0,0,0,0,727,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\10495.jpg
4189,ada 2 opsi jika ingin memiliki saham AADI - Opsi 1 bapak dan ibu bisa beli melalui e-ipo dibawah https://t.co/16EuQq5xMl hanya kekurangannya via e-ipo AADI hanya membuka pemesanan 10% dari total saham dia atau sekitar 700 juta lembar saham saja #IHSG #Saham #IPO https://t.co/ZuZGviH3ux,2 opsi milik saham aadi opsi 1 beli ipo bawah kurang via ipo aadi buka mesan 10 total saham 700 juta lembar saham,https://x.com/undefined/status/1856878784282083442,https://pbs.twimg.com/media/GcT1aXxbgAAON3D.jpg,464455801,1856878775822422310,2024-11-14 01:56:15,2012-01-01,1968,faturariab,0,0,0,1,0,0,281,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\4189.jpg
7154,$IHSG April 5 2024. Dapatkan Phillip Coins dan tukarkan dengan beragam hadiah menarik. Klik link berikut: https://t.co/95J3ZDLlsr atau gunakan Kode:XA3A87. https://t.co/dCs17cxjAS,ihsg april 5 2024 dapat phillip coins tukar agam hadiah tarik klik link kode xa3a87,https://x.com/undefined/status/1776276157136290206,https://pbs.twimg.com/media/GKaZwFoaoAADoo6.jpg,33082662,1776276157136290206,2024-07-15 09:17:55,2009-04-01,2364,krisnasp,0,0,0,0,0,0,433,0,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\7154.jpg
16285,IHSG +15 597 poin atau 0 22% ke 7.195 932. Sektor Infrastruktur +1 09% di akhir sesi pertama. Sektor Energi +1 06%. IDX Sektor Keuangan -0 45% di akhir sesi pertama. Total vol transaksi mencapai 9 45 miliar saham dengan nilai Rp 4 58 T. https://t.co/u5gfSKwe6Z https://t.co/swFN0STDKO,ihsg 15 597 poin 0 22 7 195 932 sektor infrastruktur 1 09 sesi sektor energi 1 06 idx sektor uang 0 45 sesi total vol transaksi capai 9 45 miliar saham nilai rp 4 58,https://x.com/undefined/status/1859486287432122375,https://pbs.twimg.com/media/Gc44u8caAAUro6z.jpg,1730414328350957568,1859486287432122375,2024-11-21 06:37:33,2023-12-01,252,yuantasekuritas,0,0,0,0,0,0,5,1,0,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\16285.jpg
5462,Hari ini perdagangan kembali ditutup dengan rekor tertinggi baru dari IHSG dan kapitalisasi pasar saham loh! Maju terus pasar modal Indonesia. https://t.co/cruUPvQCwm,dagang tutup rekor tinggi ihsg kapital pasar saham loh maju pasar modal indonesia,https://x.com/undefined/status/1828070821107024059,https://pbs.twimg.com/media/GV6cuMJaQAEPmX-.jpg,161183813,1828070821107024059,2024-08-26 14:03:42,2010-06-01,2196,IDX_BEI,1,1,0,1,1,6,383500,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\5462.jpg
4951,ingat guys ikutan jika pingin punya mobil hanya dgn modal kuota dan rp.1000 hanya di flash sale shopee live yachhh malam jam 7!!! yukkk siapabtahu rejeki nimplok dapat toyota calya cuma SERIBU RUPIAH? #ShopeeLiveMobilRP1000 https://t.co/lGLdoTFJst https://t.co/HJvVxHMV7h,teman ikut pengin mobil modal kuota rp 1000 flash sale shopee live malam jam 7 yuk siapabtahu rezeki nimplok toyota calya ribu rupiah,https://x.com/undefined/status/1896210287415742684,https://pbs.twimg.com/media/GlCxNQObUAAXiF3.jpg,1690230108588736512,1896210287415742684,2025-03-02 14:45:37,08/01/2023,384,halizahlatif,0,0,0,0,0,0,2817,1,1,E:\$7th\TA\Multimodal_Process_Exploration\DATA\image_url\4951.jpg
