full_text,clean_text,tweet_url,image_url,user_id_str,conversation_id_str,created_at,MM/DD/YYYY,age_account,username,official_account,verified_account,quote_count,reply_count,retweet_count,favorite_count,followers_count,image_corelation
Kita sangat terbuka bahkan dalam sehari itu cuma 2000 rupiah dari adsense. Bahkan tukang parkir aja 1 motor 2000 kita 1 hari 2000. Tapi it's okey namanya pemasukan dari semua lini kita usahakan yg halal gk nipu duit org. Maaf banget kalo saya belum jago make money https://t.co/3lXwJj8Tsn,buka hari rupiah adsense tukang parkir motor okey nama pasu lini usaha halal tipu duit maaf banget jago pakai money,https://x.com/undefined/status/1884403815694348397,https://pbs.twimg.com/media/Gia_SKcaYAIa3eb.jpg,1690687369048158208,1884402695936827586,Wed Jan 29 00:50:54 +0000 2025,08/01/2023,2 Tahun 8 Bulan,pindah_karir,0,0,0,0,0,0,1799.0,1
ngops empat ribu rupiah wkwkwk https://t.co/Mt3Qhv14ye,ngops rupiah wkwkwk,https://x.com/undefined/status/1878307857248231867,https://pbs.twimg.com/media/GhEXCq1bcAA6P00.jpg,2816236729,1878307857248231867,Sun Jan 12 05:07:45 +0000 2025,09/01/2014,11 Tahun 8 Bulan,aldinotigabelas,0,0,0,1,0,0,17.0,0
Ditutup diposisi tertinggi hari ini. IHSG 7.297+40.6(+0.56%). https://t.co/0UmihUmV1Y,tutup posisi tinggi ihsg,https://x.com/undefined/status/1822939136682316287,https://pbs.twimg.com/media/GUxhd8ZacAAWEa2.jpg,1696740314726440960,1822939136682316287,2024-07-15 9:17:55,2023-08-01,2 Tahun 1 Bulan,t_marasi,0,0,0,0,0,0,11.0,1
Tergelincirnya Bursa Wall Street diiringi dengan pelemahan harga komoditas berpotensi menjadi katalis negatif bagi pergerakan IHSG hari ini. Simak full report-nya di sini: https://t.co/NGjehrWtm4 https://t.co/JnluyhIQi7,gelincir bursa wall street iring lemah harga komoditas potensi katalis negatif gera ihsg simak full reportnya,https://x.com/undefined/status/1780775802663325753,https://pbs.twimg.com/media/GLaWJSIa0AA7ZB-.jpg,2803334178,1780775802663325753,2024-07-15 9:17:55,2014-09-01,11 Tahun 0 Bulan,indopremier,1,1,0,0,1,4,79000.0,1
Wajar sih kalau kamu ragu2 masih hari Senin eh $IHSG udah diprediksi melemah aja Tapi gaapa tetap ada kesempatan dalam kesempitan yang bisa kamu lihat dari rekomendasi saham #BahanaBeacon yang tadi MinDX mention #BersamaBISA #BahanaSekuritas https://t.co/SW5ZKqL6qh,wajar sih ragu2 eh ihsg prediksi lemah gaapa sempat sempit lihat rekomendasi saham mindx mention,https://x.com/SekuritasBahana/status/1914113417562280403,https://pbs.twimg.com/media/GpBJFqkbIAAdLdB.jpg,1488712320495009792,1914113417562280403,2025-04-21 0:26:15,2022-02-01,3 Tahun 7 Bulan,SekuritasBahana,1,0,0,0,1,1,1294.0,1
IHSG sempet nyentuh kepala 5 kocak https://t.co/qIlQFGTJT8,ihsg nyentuh kepala kocak,https://x.com/undefined/status/1904011809868455986,https://pbs.twimg.com/media/GmxopZ7asAAkHlV.jpg,1043824269929545730,1904011809868455986,2025-03-24 3:26:04,2018-09-01,7 Tahun 0 Bulan,mirinssky,0,1,0,2,1,1,627.0,1
Optimis Danantara wujudkan ekonomi maju #DanantaraUntukBangsa #BangkitBersamaDanantara #DanantaraBangunNegeri https://t.co/PCzMoR7401,optimis danantara wujud ekonomi maju,https://x.com/undefined/status/1903290979995849132,https://pbs.twimg.com/media/GmnZDY3aEAASZCo.jpg,1413438936425242624,1903290979995849132,Sat Mar 22 03:41:45 +0000 2025,07/01/2021,4 tahun 2 bulan,GrizelleJovank4,0,0.0,0,0,0,0,25.0,1
Danantara adalah konsolidasi semua kekuatan ekonomi kita untuk pengelolaan BUMN. https://t.co/lCJO6lRkNj,danantara konsolidasi kuat ekonomi kelola bumn,https://x.com/undefined/status/1898470124702904572,https://pbs.twimg.com/media/Gli4gNba0AA_YHB.jpg,1566807909799182336,1898470124702904572,Sat Mar 08 20:25:24 +0000 2025,09/01/2022,3 tahun 0 bulan,gayoesme,0,0.0,0,0,0,0,30.0,1
Danantara menjadi inovasi dalam pengelolaan aset negara agar lebih produktif dan berdaya saing optimal bagi perekonomian nasional. https://t.co/raFWwtvUAf,danantara inovasi kelola aset negara produktif daya saing optimal ekonomi nasional,https://x.com/undefined/status/1902169124903743850,https://pbs.twimg.com/media/GmXcvJqaEAAp8wL.jpg,1566807909799182336,1902169124903743850,Wed Mar 19 01:23:54 +0000 2025,09/01/2022,3 tahun 0 bulan,gayoesme,0,0.0,0,0,0,0,30.0,1
Penutupan sesi 1 Rabu 11 Desember 2024 IHSG 7 503.05 (+0.67%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/o6qtBkTzF0,tutup sesi rabu desember ihsg,https://x.com/undefined/status/1866712109503168891,https://pbs.twimg.com/media/Gefkwu0aEAAq2Dp.jpg,1396754054915653634,1866712109503168891,2024-12-11 5:10:23,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,783.0,1
Kecemasan IHSG. https://t.co/A8UiX1ssel,cemas ihsg,https://x.com/undefined/status/1902174006008324278,https://pbs.twimg.com/media/GmXfXIda8AI1q-c.jpg,1800911863812931585,1902174006008324278,2025-03-19 1:43:18,2024-06-01,1 Tahun 3 Bulan,LynxNusantara,0,0,0,0,0,0,32.0,0
Prabowo Bakal Bangun Kilang Minyak Raksasa Modalnya dari Danantara https://t.co/izMmbLFwmY,prabowo bangun kilang minyak raksasa modal danantara,https://x.com/undefined/status/1898987679381172491,https://pbs.twimg.com/media/GlqPORZbMAAsfg4.jpg,1555388092491567104,1898987679381172491,Mon Mar 10 06:41:58 +0000 2025,08/01/2022,3 tahun 1 bulan,carispertama,0,0.0,0,2,0,1,168.0,1
IHSG anjlok 6 12% meski Sri Mulyani tegaskan APBN 2025 tetap dikelola kredibel &amp; hati-hati. Di tengah isu dirinya mundur dari kabinet Sri Mulyani membantah: Saya tetap di sini. Investor masih khawatir? https://t.co/MfOShSUheb #IHSG #APBN #Investasi https://t.co/Bcz8UxwIBf,ihsg anjlok sri mulyani tegas apbn kelola kredibel hatihati isu mundur kabinet sri mulyani ban investor khawatir,https://x.com/undefined/status/1901969497797636145,https://pbs.twimg.com/media/GmUnJOub0AA9p1i.jpg,1869760512575389697,1901969497797636145,2025-03-18 12:10:39,2024-12-01,0 Tahun 9 Bulan,BursaNusantara,1,0,0,0,0,1,53.0,1
Komplotan yang diduga pengemis berjumlah 3 orang mendatangi rumah warga di Mojokerto! Mereka meminta uang senilai 50 ribu rupiah per orang! Tak terima pemilik rumah tidak memberikan yang tersebut namun malah mendapat ancaman... #GarudaTV #Laporan8 #viral #pengemis https://t.co/ej9S6oxMtG,komplot duga emis rumah mojokerto uang nilai rupiah terima milik rumah ancam,https://x.com/undefined/status/1896490126978744456,https://pbs.twimg.com/ext_tw_video_thumb/1896487743913668608/pu/img/6h4OnobkZO8FRVd_.jpg,502140136,1896490126978744456,Mon Mar 03 09:17:36 +0000 2025,02/01/2012,13 Tahun 8 Bulan,garudatvnews,1,1,0,0,0,0,86500.0,1
Pasar saham Indonesia kembali bergejolak. Pada 19 Maret 2025 IHSG anjlok tajam turun 7 1% https://t.co/gQca4vf6CS,pasar saham indonesia gejolak maret ihsg anjlok tajam turun,https://x.com/undefined/status/1902300003152097698,https://pbs.twimg.com/media/GmZRkKYa8AAQD9V.jpg,1789936913513865216,1902300003152097698,2025-03-19 10:03:58,2024-05-01,1 Tahun 4 Bulan,TrendCapitals_,0,0,0,1,0,0,7.0,1
Nilai tukar rupiah terhadap dolar AS mencatat penguatan signifikan setelah Indonesia resmi menjadi anggota BRICS (Brasil Rusia India China dan Afrika Selatan). Langkah ini mendapatkan respons positif dari pasar dan memperkuat posisi Indonesia di kancah internasional. https://t.co/8ZBpAZOQa7,nilai tukar rupiah dolar as catat kuat signifikan indonesia resmi anggota brics brasil rusia india china afrika selatan langkah respons positif pasar kuat posisi indonesia kancah internasional,https://x.com/undefined/status/1878381946172305898,https://pbs.twimg.com/media/GhFabO_aoAAk5TD.jpg,1554261838376087552,1878381946172305898,Sun Jan 12 10:02:09 +0000 2025,08/01/2022,3 Tahun 8 Bulan,Nusantara1News,0,0,0,1,0,0,3022.0,1
@ernestprakasa selama 6 bulan asing udah keluar 55 28 Triliun dan dalam 1 minggu asing sudah keluar 5 44 Triliun maka berefek rupiah melemah sehingga semua barang impor yg menggunakan dolar menjadi serba mahal. yg paling di rugikan konsumen akhir masih juga IHSG ga berefek? https://t.co/bvXo3X0v2l,asing triliun asing triliun efek rupiah lemah barang impor dolar serba mahal rugi konsumen ihsg efek,https://x.com/undefined/status/1902490321952604424,https://pbs.twimg.com/media/GmcA3Vla8AE4R0B.jpg,1131212304,1901945596002574633,Wed Mar 19 22:40:13 +0000 2025,01/01/2013,12 Tahun 8 Bulan,didi_skopong,0,0,0,0,0,0,19.0,1
Penutupan sesi 1 Senin 15 Juli 2024 IHSG 7 285.10 (-0.58%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/cuyFrHIfL0,tutup sesi juli ihsg,https://x.com/undefined/status/1812720271939547260,https://pbs.twimg.com/media/GSgTePIWkAA3P6Y.jpg,1396754054915653634,1812720271939547260,2024-07-15 9:17:55,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,1,846.0,1
@satriohendri Investor memindahkan investasi ke vietnam dan thailand BuzzeRp menuduh penyebabnya anak abah dan anak PDIP Rupiah anjlok BuzzeRp menuduh penyebabnya anak abah dan anak PDIP IHSG anjlok BuzzeRp menuduh penyebabnya anak abah dan anak PDIP Padahal Investor kabur Rupiah https://t.co/KaiGIGqZkb,investor pindah investasi vietnam thailand buzzerp tuduh sebab anak abah anak pdip rupiah anjlok buzzerp tuduh sebab anak abah anak pdip ihsg anjlok buzzerp tuduh sebab anak abah anak pdip investor kabur rupiah,https://x.com/undefined/status/1901982806332625035,https://pbs.twimg.com/tweet_video_thumb/GmUzRwMaoAAqqZw.jpg,1794155659078041600,1901898015738347554,2025-03-18 13:03:32,2024-05-01,1 Tahun 4 Bulan,RamaAdamfaathir,0,1,0,0,4,3,1014.0,0
Dukungan Penuh dari KADIN NTT untuk Danantara sebagai Langkah Nyata dalam Meningkatkan Pertumbuhan Ekonomi Daerah dan Menciptakan Peluang Usaha Baru bagi Masyarakat! https://t.co/AsMfBvRA0d,dukung penuh kadin ntt danantara langkah nyata tumbuh ekonomi daerah cipta peluang usaha masyarakat,https://x.com/undefined/status/1899670192449569130,https://pbs.twimg.com/media/Glz7-O5b0AAm7aX.jpg,1618587232599937025,1899670192449569130,Wed Mar 12 03:54:02 +0000 2025,01/01/2023,2 tahun 8 bulan,DANAUBERITA,0,0.0,0,0,0,0,47.0,1
@VIVAcoid Investasi keamanan setelah tidak menjabat.. Ngeri dia sama program kerjanya Abah . https://t.co/JtgANI5iCW,investasi aman jabat ngeri program kerja abah,https://x.com/undefined/status/1762876951696732310,https://pbs.twimg.com/ext_tw_video_thumb/1762876796981374976/pu/img/7p3hlWXteUhcnvSc.jpg,1275361811060019201,1762673620227391730,Wed Feb 28 16:26:32 +0000 2024,06/01/2020,5 Tahun 8 Bulan,BuchroniK,0,0,0,0,0,2,1385.0,1
Halo Semeton Rupiah Perkembangan harga gabungan kabupaten/kota perhitungan inflasi di Provinsi Bali pada Februari 2025 secara bulanan mengalami deflasi sebesar -0 57% (mtm) lebih dalam dari bulan sebelumnya yang juga mengalami deflasi -0 02% (mtm). https://t.co/n7rCGtG2U1,halo semeton rupiah kembang harga gabung kabupaten kota hitung inflasi provinsi bal februari bulan alami deflasi mtm alami deflasi mtm,https://x.com/undefined/status/1897153387470447061,https://pbs.twimg.com/media/GlQK8XOaQAA4EvQ.jpg,1385118467804651525,1897153387470447061,Wed Mar 05 05:13:09 +0000 2025,04/01/2021,4 Tahun 8 Bulan,BI_ProvinsiBali,1,0,0,1,3,103,1473.0,1
Danantara indonesia adalah kekuatan ekonomi baru nusantara #BPIDANANTARA #INDONESIAEMAS2045 https://t.co/yLUrNXbZOK,danantara indonesia kuat ekonomi nusantara,https://x.com/undefined/status/1904406887996829713,https://pbs.twimg.com/media/Gm3P-G2acAAt6UR.jpg,831970514067456001,1904406887996829713,Tue Mar 25 05:35:58 +0000 2025,02/01/2017,8 tahun 7 bulan,muth_880,0,0.0,0,0,0,0,37.0,1
Menteri Investasi dan Hilirisasi/Kepala BKPM Rosan Roeslani Pastikan Danantara akan Segera Diluncurkan dalam Waktu Dekat https://t.co/CQE1Ch94vV @KemenBUMN @DPR_RI @Danantara_ri @KemensetnegRI @pertamina @_pln_id @bankmandiri @BNI @BANKBRI_ID @TelkomIndonesia @RosanRoeslani https://t.co/kkzLP16ugY,menteri investasi hilir kepala bkpm ros roeslani pasti danantara luncur,https://x.com/undefined/status/1891068245580374478,https://pbs.twimg.com/media/Gj5sMAYbUAAfB09.png,811897280563290112,1891068220909461899,Sun Feb 16 10:12:58 +0000 2025,12/01/2016,8 tahun 9 bulan,KoranBUMN,0,0.0,0,2,0,0,1446.0,1
dengan asumsi wave (4) biru sudah selesai di 7449 ada peluang $ihsg bisa melanjutkan lagi tren naiknya untuk menyelesaikan wave (5) biru dari wave 3 hitam dengan asumsi berbentuk 5 swing naik sampai kearea 8173 - 9085 https://t.co/tuNo7rkDTk,asumsi wave biru selesai peluang ihsg lanjut trend naik selesai wave biru wave hitam asumsi bentuk swing area 8173 9085,https://x.com/undefined/status/1845754711955419523,https://pbs.twimg.com/media/GZ1viqkaoAAPhuP.png,67387899,1845754703897870843,2024-10-14 9:13:10,2009-08-01,16 Tahun 1 Bulan,wavetiga,0,0,0,1,0,0,483.0,1
yeyeye lalalal IHSG menyala abangku https://t.co/YjPlWZwil0,yeyeye lalalal ihsg nyala abang,https://x.com/undefined/status/1759910647779754412,https://pbs.twimg.com/media/GGx0k9ubEAA0Ky2.jpg,1488712320495009792,1759910647779754412,2024-07-15 9:17:55,2022-02-01,3 Tahun 7 Bulan,SekuritasBahana,1,0,0,0,0,0,1344.0,1
Gimana sekarang keadaan kamu? Me : ga baik baik aja cuk kanyab watchlist gua cuk IPO (initial public offering) PT bangun kosambi sukses TBK (CBDK) atau $CBDK #ihsg https://t.co/xTjj8WqTZV,me cuk kanyab watchlist cuk ipo initial public offering pt bangun kosambi sukses tbk cbdk cbdk,https://x.com/undefined/status/1867772912532697395,https://pbs.twimg.com/media/GeupkKGbsAA3XTa.jpg,1274797919191724032,1867772912532697395,2024-12-14 3:25:38,2020-06-01,5 Tahun 3 Bulan,Marlonsuckitcr1,0,0,0,0,0,0,670.0,1
Udah buruan bangun ada yang hijau-hijau Jangan lupa promo kita bulan ini https://t.co/5UbMXjYnH9 #GOTO #gojek #tokopedia #saham #tradingsaham #investasisaham #infosaham #investasi #ihsg #memesaham #memeindonesia https://t.co/1S0HFlWbIm,buru bangun hijauhijau lupa promo,https://x.com/undefined/status/1815599605163364444,https://pbs.twimg.com/media/GTJONu8bkAA1z-y.jpg,1396754054915653634,1815599605163364444,2024-07-23 4:07:32,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,846.0,1
Kejutan Data tenaga kerja AS &amp; View IHSG Saham #DJI #COAL #OIL #GOLD #BITCOIN #IPO #CBDK #DGWG #OBAT. #CTASaham #Saham #IDX #IHSG #BBCA #BBRI #GOTO #IPO #BTCUSD #trading #SahamIPO #trader #elliottwavectasham #algoritmatradingctasaham #astrocycyclectasaham #marketoutlook2025 https://t.co/QcXLWaw34y,kejut data tenaga kerja as view ihsg saham,https://x.com/undefined/status/1878377999927824699,https://pbs.twimg.com/media/GhFW1aIbMAApot9.jpg,85741863,1878377999927824699,2025-01-12 9:46:28,2009-10-01,15 Tahun 11 Bulan,andri_zakarias,0,0,0,0,0,3,6000.0,1
Danantara mempercepat tercapainya pertumbuhan perekonomian Indonesia lebih cepat 8% #DanantaraBangunNegeri https://t.co/rhoTNDstff,danantara cepat capa tumbuh ekonomi indonesia cepat,https://x.com/undefined/status/1900774056883826752,https://pbs.twimg.com/media/GmDnsg_bcAQLhzP.jpg,1578590850330021889,1900774056883826752,Sat Mar 15 05:00:24 +0000 2025,10/01/2022,2 tahun 11 bulan,Risaldy_77,0,0.0,0,2,0,0,6.0,1
asii cute terlihat kuat di pbv per p/s minimalnya tapi ga bisa juga naik ya hahaha ya udah sih buat dividen juga ga apa2 dah kalau ga turun sih harganya ASII 4 890 +150 (3.82%) ratio (ttm): (Last LK: Q4-24) p/e: 5.814 pbv: 0.929 p/s: 0.598 npm: 9.7 gpm: https://t.co/SnshlZ9g8n,asi cute kuat pbv minimal hahaha sih dividen apa deh turun sih harga asi ratio ttm last lk q4 24 pbv npm gpm,https://x.com/TradingDiary2/status/1911634826618421266,https://pbs.twimg.com/media/God9g1WWcAAjoWg.png,1260798424393211904,1911634826618421266,2025-04-14 4:17:13,2020-05-01,5 Tahun 4 Bulan,TradingDiary2,0,1,0,0,0,0,85700.0,1
Penghargaan diberikan oleh Kementerian Investasi/Badan Koordinasi Penanaman Modal (@bkpm) sebagai bentuk apresiasi atas komitmen Kementerian PUPR dalam mendukung iklim investasi yang dibarengi dengan perbaikan tata kelola dan reformasi birokrasi. https://t.co/XnUAg7uSDR,harga menteri investasi badan koordinasi tanam modal bentuk apresiasi komitmen menteri pupr dukung iklim investasi bareng baik tata kelola reformasi birokrasi,https://x.com/undefined/status/1840747442251403389,https://pbs.twimg.com/media/GYumCeJbIAAu2lp.jpg,179835283,1840747424983515345,Mon Sep 30 13:36:04 +0000 2024,08/01/2010,15 Tahun 8 Bulan,KemenPU,1,1,0,1,0,1,793200.0,0
Penutupan sesi 2 Kamis 21 November 2024 IHSG 7 140.91 (-0.55%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/qkgLdtEiju,tutup sesi kamis november ihsg,https://x.com/undefined/status/1859527755282645309,https://pbs.twimg.com/media/Gc5eokRaAAEKobs.jpg,1396754054915653634,1859527755282645309,2024-11-21 9:22:19,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,783.0,1
Penutupan sesi 2 Rabu 26 February 2025 IHSG 6 606.18 (+0.29%) #IHSG #saham #investasi #indeks #pasarmodal #JCI #IDX #ciptadana #ciptadanasekuritasasia #bluechip https://t.co/CXBp23yifv,tutup sesi rabu february ihsg,https://x.com/undefined/status/1894689896595640533,https://pbs.twimg.com/media/GktKac6aUAAsNty.jpg,1396754054915653634,1894689896595640533,2025-02-26 10:04:07,2021-05-01,4 Tahun 4 Bulan,pinepickid,1,0,0,0,0,0,782.0,1
IHSG ( $COMPOSITE ) harus mampu bertahan di atas 6600. Dengan tekanan pasar yang kuat target IHSG : 5500 #indeksSaham https://t.co/iYKijhTUrj,ihsg composite tahan tekan pasar kuat target ihsg,https://x.com/undefined/status/1892376125277675540,https://pbs.twimg.com/media/GkMSDqIbUAApA7h.jpg,83853900,1892376125277675540,2025-02-20 0:50:01,2009-10-01,15 Tahun 11 Bulan,a17nphotography,0,0,0,0,0,0,131.0,1
@TirtoID Mana nih pendukung 02 yang bilang IHSG gak pengaruh ke perekonomian IHSG tidak menggambarkan kondisi ekonomi Indonesia tuh junjungan kalian panik pas IHSG merah. Merahnya ini bukan krn masalah global tp karena ulah presiden tolol kalian itu. Negara lain ijo kita sendiri merah https://t.co/yojIBwvMTF,dukung bilang ihsg pengaruh ekonomi ihsg gambar ekonomi indonesia tuh junjung panik pas ihsg merah merah global ulah presiden tolol negara hijau merah,https://x.com/undefined/status/1902008968815464603,https://pbs.twimg.com/media/GmVLEmAaEAApg6A.jpg,1250987353167953930,1901981504504484095,2025-03-18 14:47:30,2020-04-01,5 Tahun 5 Bulan,skyundocean,0,0,0,1,0,1,185.0,1
